Schürensöhlen;53.763455;10.47204
Siebenbäumen;53.749557;10.525162
Sirksfelde;53.66533;10.509773
Steinhorst;53.719989;10.48343
Stubben;53.732928;10.43068
Walksfelde;53.631901;10.575101
Wentorf (Amt Sandesneben);53.67663;10.474911
Sachsenwald (Forstgutsbez.),gemfr.Geb.;53.530995;10.373262
Friedrichstadt, Stadt;54.37346;9.087943
Husum, Stadt;54.477143;9.057178
Reußenköge;54.620428;8.883096
Tönning, Stadt;54.31662;8.941868
Sylt;54.90786;8.30875
Garding, Kirchspiel;54.317383;8.78356
Garding, Stadt;54.327962;8.778217
Grothusenkoog;54.302739;8.759033
Katharinenheerd;54.335199;8.828074
Kotzenbüll;54.333778;8.907487
Norderfriedrichskoog;54.400271;8.893583
Oldenswort;54.372281;8.942989
Osterhever;54.385302;8.765219
Poppenbüll;54.361585;8.761168
Sankt Peter-Ording;54.302281;8.640495
Tating;54.325497;8.708512
Tetenbüll;54.352013;8.828234
Tümlauer Koog;54.348337;8.689757
Vollerwiek;54.290681;8.794694
Welt;54.302402;8.79406
Westerhever;54.382315;8.67563
Hörnum (Sylt);54.756098;8.287218
Kampen (Sylt);54.955508;8.342294
List auf Sylt;55.020026;8.436183
Wenningstedt-Braderup (Sylt);54.931063;8.319785
Ahrenviöl;54.531254;9.206895
Ahrenviölfeld;54.534607;9.274084
Behrendorf;54.562059;9.22759
Bondelum;54.556555;9.26682
Haselund;54.591683;9.182961
Immenstedt;54.541449;9.162503
Löwenstedt;54.621612;9.174887
Norstedt;54.588429;9.129313
Oster-Ohrstedt;54.514539;9.227445
Schwesing;54.493899;9.134622
Sollwitt;54.594606;9.228482
Viöl;54.568875;9.180557
Wester-Ohrstedt;54.507226;9.190063
Gröde;54.631686;8.717443
Hallig Hooge;54.566389;8.550938
Langeneß;54.637917;8.594129
Pellworm;54.518632;8.686238
Alkersum;54.708245;8.511244
Borgsum;54.699989;8.460009
Dunsum;54.730715;8.414572
Midlum;54.714878;8.518625
Nebel;54.650612;8.353658
Nieblum;54.691947;8.489439
Norddorf auf Amrum;54.679638;8.332935
Oevenum;54.710109;8.530541
Oldsum;54.732075;8.447735
Süderende;54.725601;8.439339
Utersum;54.714455;8.407243
Witsum;54.698516;8.44106
Wittdün auf Amrum;54.626534;8.392971
Wrixum;54.699012;8.549002
Wyk auf Föhr, Stadt;54.691093;8.567212
Achtrup;54.788981;9.028319
Aventoft;54.901249;8.822142
Bosbüll;54.822786;8.860437
Braderup;54.835624;8.890308
Bramstedtlund;54.840025;9.08724
Dagebüll;54.730209;8.706381
Ellhöft;54.888824;8.957598
Friedrich-Wilhelm-Lübke-Koog;54.862372;8.631939
Holm;54.831367;8.860525
Humptrup;54.863199;8.864538
Karlum;54.828646;8.975269
Klanxbüll;54.864348;8.679546
Klixbüll;54.805242;8.882448
Ladelund;54.84075;9.025311
Leck;54.771914;8.974572
Lexgaard;54.832022;8.943493
Neukirchen;54.868905;8.73388
Niebüll, Stadt;54.788141;8.829499
Risum-Lindholm;54.761513;8.875515
Rodenäs;54.888387;8.70031
Sprakebüll;54.775904;9.077168
Stadum;54.736011;9.050473
Stedesand;54.738139;8.925525
Süderlügum;54.872427;8.907944
Tinningstedt;54.811247;8.929787
Uphusum;54.841901;8.849901
Westre;54.856605;8.987549
Galmsbüll;54.775694;8.732055
Emmelsbüll-Horsbüll;54.811403;8.692601
Enge-Sande;54.726675;8.98049
Arlewatt;54.539223;9.083426
Drage;54.354509;9.160731
Elisabeth-Sophien-Koog;54.510068;8.879592
Fresendelf;54.39338;9.248765
Hattstedt;54.528049;9.02454
Hattstedtermarsch;54.554793;8.964562
Horstedt;54.525582;9.069038
Hude;54.387212;9.215821
Koldenbüttel;54.384849;9.065906
Mildstedt;54.463492;9.094038
Nordstrand;54.484823;8.860249
Oldersbek;54.446436;9.166728
Olderup;54.538167;9.112117
Ostenfeld (Husum);54.462866;9.230675
Ramstedt;54.399905;9.167101
Rantrum;54.44052;9.129606
Schwabstedt;54.395651;9.185238
Seeth;54.365824;9.163079
Simonsberg;54.436567;8.97196
Süderhöft;54.381912;9.2423
Südermarsch;54.425929;9.08199
Uelvesbüll;54.415443;8.935322
Winnert;54.433243;9.201381
Wisch;54.408531;9.154149
Wittbek;54.473433;9.204139
Witzwort;54.399484;8.984464
Wobbenbüll;54.530418;8.992516
Ahrenshöft;54.559394;9.068097
Almdorf;54.581075;9.015622
Bargum;54.704209;8.947267
Bohmstedt;54.581229;9.043841
Bordelum;54.635913;8.924922
Bredstedt, Stadt;54.620073;8.960958
Breklum;54.605121;8.982127
Drelsdorf;54.60599;9.041284
Goldebek;54.678836;9.145818
Goldelund;54.678411;9.107425
Högel;54.643538;9.056667
Joldelund;54.652937;9.139662
Kolkerheide;54.620407;9.130775
Langenhorn;54.681709;8.933726
Lütjenholm;54.684136;9.021561
Ockholm;54.665128;8.827553
Sönnebüll;54.63119;8.995888
Struckum;54.588682;8.994073
Vollstedt;54.623717;9.032722
Ahrensbök;54.011094;10.573059
Bad Schwartau, Stadt;53.920431;10.695909
Bosau;54.104439;10.429901
Dahme;54.223661;11.08163
Eutin, Stadt;54.138933;10.614962
Grömitz;54.149249;10.961101
Grube;54.23209;11.03599
Heiligenhafen, Stadt;54.373048;10.974623
Kellenhusen (Ostsee);54.190749;11.060024
Malente;54.171225;10.554871
Neustadt in Holstein, Stadt;54.10563;10.816351
Oldenburg in Holstein, Stadt;54.293241;10.88815
Ratekau;53.947822;10.735075
Stockelsdorf;53.889315;10.649799
Süsel;54.076679;10.717998
Timmendorfer Strand;53.99638;10.770247
Scharbeutz;54.022793;10.750232
Fehmarn, Stadt;54.4387;11.197614
Göhl;54.284726;10.941851
Gremersdorf;54.332831;10.927673
Großenbrode;54.369696;11.08427
Heringsdorf;54.300432;11.003697
Neukirchen;54.323811;11.015153
Wangels;54.271569;10.763598
Beschendorf;54.182743;10.873043
Damlos;54.243016;10.907708
Harmsdorf;54.243787;10.828509
Kabelhorst;54.215844;10.921118
Lensahn;54.217545;10.883304
Manhagen;54.194999;10.913686
Riepsdorf;54.22536;10.969732
Altenkrempe;54.13298;10.825665
Kasseedorf;54.164947;10.72002
Schashagen;54.134271;10.883528
Schönwalde am Bungsberg;54.187361;10.753453
Sierksdorf;54.066261;10.768366
Barmstedt, Stadt;53.790385;9.768595
Bönningstedt;53.662295;9.906267
Elmshorn, Stadt;53.757628;9.661295
Halstenbek;53.633617;9.837557
Hasloh;53.694023;9.91173
Helgoland;54.181561;7.887147
Pinneberg, Stadt;53.660754;9.793233
Quickborn, Stadt;53.728836;9.898034
Rellingen;53.652131;9.829654
Schenefeld, Stadt;53.600982;9.822462
Tornesch, Stadt;53.697658;9.711965
Uetersen, Stadt;53.684196;9.662396
Wedel, Stadt;53.577353;9.705419
Klein Nordende;53.719569;9.654218
Klein Offenseth-Sparrieshoop;53.804948;9.690397
Kölln-Reisiek;53.757477;9.697647
Seester;53.717709;9.598071
Raa-Besenbek;53.747963;9.597611
Seestermühe;53.704049;9.56628
Seeth-Ekholt;53.742874;9.732775
Bokel;53.864194;9.733886
Brande-Hörnerkirchen;53.855084;9.705145
Osterhorn;53.868679;9.698588
Westerhorn;53.857844;9.681996
Bevern;53.755719;9.771042
Bilsen;53.769901;9.87625
Bokholt-Hanredder;53.787955;9.735213
Bullenkuhlen;53.768586;9.751552
Ellerhoop;53.727623;9.770845
Groß Offenseth-Aspern;53.817783;9.73009
Heede;53.783499;9.802298
Hemdingen;53.762926;9.836865
Langeln;53.795088;9.85372
Lutzhorn;53.825517;9.776787
Borstel-Hohenraden;53.697872;9.824303
Ellerbek;53.657209;9.869621
Kummerfeld;53.691612;9.791036
Prisdorf;53.678151;9.761607
Tangstedt;53.679247;9.849699
Appen;53.659806;9.742691
Groß Nordende;53.70207;9.649515
Haselau;53.660647;9.623636
Haseldorf;53.635207;9.598383
Heidgraben;53.708543;9.680783
Heist;53.654819;9.656576
Hetlingen;53.607678;9.63544
Holm;53.622062;9.671854
Moorrege;53.668054;9.659074
Neuendeich;53.676281;9.600258
Ascheberg (Holstein);54.151075;10.341108
Bönebüttel;54.079505;10.0593
Bösdorf;54.14153;10.490762
Plön, Stadt;54.158288;10.416369
Preetz, Stadt;54.231866;10.280512
Schwentinental, Stadt;54.282411;10.238223
Behrensdorf (Ostsee);54.346515;10.603736
Blekendorf;54.276459;10.650894
Dannau;54.240905;10.541132
Giekau;54.317441;10.506159
Helmstorf;54.286644;10.593478
Högsdorf;54.251994;10.615055
Hohenfelde;54.370898;10.496402
Hohwacht (Ostsee);54.320922;10.67371
Kirchnüchel;54.20411;10.680134
Klamp;54.296417;10.534124
Kletkamp;54.249088;10.638094
Lütjenburg, Stadt;54.294852;10.592237
Panker;54.33034;10.573095
Schwartbuck;54.358264;10.478063
Tröndel;54.335207;10.525459
Dersau;54.118055;10.33594
Dörnick;54.163392;10.360375
Grebin;54.195932;10.494272
Kalübbe;54.118146;10.283107
Lebrade;54.216652;10.422164
Nehmten;54.094848;10.393262
Rantzau;54.253869;10.507361
Rathjensdorf;54.185702;10.427748
Wittmoldt;54.174882;10.349133
Barmissen;54.204995;10.175384
Boksee;54.242982;10.127708
Bothkamp;54.203356;10.134422
Großbarkau;54.225363;10.169008
Honigsee;54.228283;10.187224
Kirchbarkau;54.211515;10.142365
Klein Barkau;54.222719;10.135269
Kühren;54.198376;10.258367
Lehmkuhlen;54.225915;10.361157
Löptin;54.175217;10.215744
Nettelsee;54.174112;10.189086
Pohnsdorf;54.239647;10.249321
Postfeld;54.211309;10.21641
Rastorf;54.272603;10.289064
Schellhorn;54.227597;10.299476
Wahlstorf;54.178083;10.294716
Warnau;54.18792;10.160154
Barsbek;54.404132;10.320134
Bendfeld;54.364157;10.419437
Brodersdorf;54.385481;10.249254
Fahren;54.349552;10.33813
Fiefbergen;54.379311;10.34277
Höhndorf;54.372619;10.370674
Köhn;54.34444;10.455111
Krokau;54.402446;10.341593
Krummbek;54.37814;10.400709
Laboe;54.404031;10.224323
Lutterbek;54.391952;10.276816
Passade;54.366581;10.316786
Prasdorf;54.378679;10.296264
Probsteierhagen;54.362604;10.288376
Schönberg (Holstein);54.39239;10.372476
Stakendorf;54.388445;10.422791
Stein;54.414659;10.268846
Stoltenberg;54.344759;10.346508
Wendtorf;54.409817;10.292376
Wisch;54.411023;10.344122
Dobersdorf;54.31849;10.281513
Lammershagen;54.274509;10.443923
Martensrade;54.279612;10.392528
Mucheln;54.246421;10.442687
Schlesen;54.321544;10.328605
Selent;54.290473;10.425868
Fargau-Pratjau;54.318981;10.379022
Heikendorf;54.371303;10.207126
Mönkeberg;54.348118;10.187105
Schönkirchen;54.336531;10.223696
Belau;54.097544;10.259724
Großharrie;54.119087;10.049861
Rendswühren;54.074276;10.17974
Ruhwinkel;54.094216;10.221823
Schillsdorf;54.116231;10.123873
Stolpe;54.128911;10.222608
Tasdorf;54.09572;10.031477
Wankendorf;54.112811;10.208038
Altenholz;54.402998;10.120656
Büdelsdorf, Stadt;54.315687;9.677817
Eckernförde, Stadt;54.472791;9.837037
Kronshagen;54.332063;10.078987
Rendsburg, Stadt;54.306495;9.663206
Wasbek;54.07142;9.895541
Achterwehr;54.313379;9.96576
Bredenbek;54.324946;9.871054
Felde;54.301994;9.935699
Krummwisch;54.335159;9.897593
Melsdorf;54.317289;10.029817
Ottendorf;54.340275;10.044532
Quarnbek;54.330012;9.983912
Westensee;54.274997;9.897116
Dänischenhagen;54.426044;10.129567
Noer;54.461334;10.005045
Schwedeneck;54.471569;10.072961
Strande;54.440909;10.170979
Felm;54.409603;10.061496
Gettorf;54.407632;9.973495
Lindau;54.385276;9.904545
Neudorf-Bornstein;54.435719;9.942553
Neuwittenbek;54.367896;10.028294
Osdorf;54.427956;10.015654
Schinkel;54.355838;9.954902
Tüttendorf;54.392146;9.993457
Böhnhusen;54.221123;10.068211
Flintbek;54.23975;10.063731
Schönhorst;54.225471;10.104166
Techelsdorf;54.214207;10.047182
Alt Duvenstedt;54.359629;9.645213
Fockbek;54.30413;9.601589
Nübbel;54.27262;9.621871
Rickert;54.331224;9.665546
Bargstall;54.260388;9.46575
Breiholz;54.206128;9.521979
Christiansholm;54.320498;9.405402
Elsdorf-Westermühlen;54.258716;9.528745
Friedrichsgraben;54.272305;9.419087
Friedrichsholm;54.303024;9.427267
Hamdorf;54.225554;9.518657
Hohn;54.298721;9.503416
Königshügel;54.33488;9.474274
Lohe-Föhrden;54.334238;9.54437
Prinzenmoor;54.217427;9.454146
Sophienhamm;54.270234;9.461024
Brinjahe;54.168528;9.632102
Embühren;54.170602;9.591436
Haale;54.174256;9.548925
Hamweddel;54.190502;9.618873
Hörsten;54.226932;9.578749
Jevenstedt;54.234604;9.668849
Luhnstedt;54.167176;9.698753
Schülp b. Rendsburg;54.259318;9.629244
Stafstedt;54.170705;9.66287
Westerrönfeld;54.280365;9.646005
Blumenthal;54.226064;10.003257
Mielkendorf;54.284565;10.040779
Molfsee;54.263397;10.064933
Rodenbek;54.276657;10.01972
Rumohr;54.255177;10.024676
Schierensee;54.256838;9.983332
Bargstedt;54.162433;9.769024
Bokel;54.215588;9.794093
Borgdorf-Seedorf;54.178086;9.878799
Brammer;54.200192;9.765228
Dätgen;54.181105;9.934284
Eisendorf;54.193403;9.869129
Ellerdorf;54.194754;9.838495
Emkendorf;54.26233;9.853171
Gnutz;54.13533;9.823515
Groß Vollstedt;54.234713;9.867712
Krogaspe;54.131573;9.929382
Langwedel;54.211725;9.931599
Nortorf, Stadt;54.16723;9.855952
Oldenhütten;54.158096;9.740452
Schülp b. Nortorf;54.163643;9.885618
Timmaspe;54.140849;9.890944
Warder;54.213277;9.886518
Bovenau;54.330579;9.829983
Haßmoor;54.291922;9.819595
Ostenfeld (Rendsburg);54.31452;9.785113
Osterrönfeld;54.292151;9.697439
Rade b. Rendsburg;54.331428;9.745224
Schacht-Audorf;54.313445;9.717681
Schülldorf;54.300204;9.729268
Bissee;54.190703;10.110473
Bordesholm;54.175613;10.026065
Brügge;54.174356;10.071067
Grevenkrug;54.212982;10.01044
Groß Buchwald;54.162947;10.085963
Hoffeld;54.187049;9.986036
Loop;54.147998;9.949175
Mühbrook;54.157143;10.010108
Negenharrie;54.143594;10.075273
Reesdorf;54.190474;10.06034
Schmalstede;54.19323;10.030205
Schönbek;54.162731;9.975522
Sören;54.202744;9.998885
Wattenbek;54.171228;10.05469
Ascheffel;54.430871;9.69823
Borgstedt;54.33299;9.710012
Brekendorf;54.420681;9.630366
Bünsdorf;54.369536;9.742555
Damendorf;54.423496;9.735166
Groß Wittensee;54.404606;9.769945
Haby;54.395389;9.822077
Holtsee;54.39873;9.854739
Holzbunge;54.377747;9.705374
Hütten;54.437083;9.718725
Klein Wittensee;54.390399;9.733109
Neu Duvenstedt;54.355476;9.697639
Osterby;54.453261;9.753799
Owschlag;54.391387;9.598839
Sehestedt;54.366001;9.818375
Ahlefeld-Bistensee;54.398725;9.698907
Altenhof;54.434745;9.875234
Barkelsby;54.501518;9.839569
Brodersby;54.634629;9.979854
Damp;54.578215;9.984161
Dörphof;54.606279;9.981577
Fleckeby;54.48232;9.696337
Gammelby;54.500342;9.793238
Güby;54.48596;9.66656
Holzdorf;54.554372;9.896959
Hummelfeld;54.461884;9.718396
Karby;54.623058;9.974822
Kosel;54.505335;9.754483
Loose;54.519604;9.889039
Goosefeld;54.429737;9.815036
Rieseby;54.541709;9.812995
Thumby;54.585574;9.910273
Waabs;54.532629;9.985937
Windeby;54.477817;9.763299
Winnemark;54.615886;9.922134
Arpsdorf;54.039245;9.858986
Aukrug;54.083601;9.786793
Beldorf;54.133279;9.352138
Bendorf;54.087214;9.382283
Beringstedt;54.110562;9.534981
Bornholt;54.101535;9.335437
Ehndorf;54.05327;9.893993
Gokels;54.112001;9.468744
Grauel;54.070198;9.674147
Hanerau-Hademarschen;54.127369;9.412577
Heinkenborstel;54.130804;9.75104
Hohenwestedt;54.090894;9.651582
Jahrsdorf;54.065682;9.631937
Lütjenwestedt;54.140616;9.490806
Meezen;54.05163;9.709777
Mörel;54.113809;9.728528
Nienborstel;54.136911;9.613481
Nindorf;54.131914;9.699683
Oldenbüttel;54.168952;9.452474
Osterstedt;54.111751;9.574606
Padenstedt;54.048944;9.917284
Rade b. Hohenwestedt;54.101226;9.721127
Remmels;54.116584;9.652041
Seefeld;54.101581;9.492849
Steenfeld;54.142655;9.379822
Tackesdorf;54.173288;9.486794
Tappendorf;54.104212;9.693517
Thaden;54.103294;9.422414
Todenbüttel;54.129824;9.555715
Wapelfeld;54.082907;9.604521
Kappeln, Stadt;54.659144;9.931158
Schleswig, Stadt;54.514941;9.566657
Glücksburg (Ostsee), Stadt;54.836858;9.550997
Harrislee;54.804241;9.383175
Handewitt;54.765104;9.324639
Eggebek;54.619737;9.372178
Janneby;54.625583;9.300482
Jerrishoe;54.657224;9.3718
Jörl;54.612615;9.271832
Langstedt;54.616941;9.385397
Sollerup;54.572957;9.320146
Süderhackstedt;54.592309;9.289498
Wanderup;54.688266;9.331111
Borgwedel;54.500272;9.666821
Busdorf;54.493339;9.553156
Dannewerk;54.48745;9.512145
Fahrdorf;54.504653;9.599017
Geltorf;54.46324;9.612616
Jagel;54.457148;9.537499
Lottorf;54.45024;9.57292
Selk;54.472501;9.566786
Tastrup;54.765066;9.477121
Ausacker;54.73908;9.574858
Großsolt;54.699352;9.513444
Hürup;54.748128;9.529426
Husby;54.76516;9.5774
Maasbüll;54.777203;9.525501
Freienwill;54.728589;9.492436
Arnis, Stadt;54.630563;9.932332
Grödersby;54.637617;9.91842
Oersberg;54.674619;9.842046
Rabenkirchen-Faulück;54.635833;9.87348
Dollerup;54.776063;9.680759
Grundhof;54.773325;9.654546
Langballig;54.799385;9.637034
Munkbrarup;54.8032;9.561132
Ringsberg;54.807139;9.598332
Wees;54.807217;9.52256
Westerholz;54.817328;9.668774
Sieverstedt;54.642784;9.474638
Tarp;54.664107;9.403428
Oeversee;54.702848;9.433082
Schnarup-Thumby;54.646805;9.642282
Sörup;54.717901;9.668561
Mittelangeln;54.692455;9.60375
Böxlund;54.840228;9.180687
Großenwiehe;54.705564;9.248649
Hörup;54.740497;9.104012
Holt;54.810456;9.147393
Jardelund;54.82508;9.201196
Medelby;54.812464;9.173221
Meyn;54.758389;9.22191
Nordhackstedt;54.7334;9.166985
Osterby;54.797445;9.21072
Schafflund;54.759312;9.184822
Wallsbüll;54.774478;9.23803
Weesby;54.829731;9.152975
Lindewitt;54.697924;9.196859
Böel;54.647752;9.72216
Loit;54.611322;9.699559
Mohrkirch;54.675972;9.716959
Norderbrarup;54.655735;9.768542
Nottfeld;54.618666;9.768634
Rügge;54.689422;9.761241
Saustrup;54.671983;9.772102
Scheggerott;54.667579;9.821155
Steinfeld;54.598384;9.743805
Süderbrarup;54.635615;9.77543
Ulsnis;54.56921;9.747452
Wagersrott;54.665542;9.794128
Boren;54.614506;9.820225
Böklund;54.603487;9.583662
Havetoft;54.649422;9.516189
Idstedt;54.582071;9.511916
Klappholz;54.621371;9.539317
Neuberend;54.555352;9.52511
Schaalby;54.549079;9.63988
Stolk;54.598455;9.541865
Struxdorf;54.632416;9.63854
Süderfahrenstedt;54.585386;9.584252
Taarstedt;54.567229;9.688728
Tolk;54.578772;9.639368
